iter	RMSE
0	0.1467552151	1	0.1445996082	2	0.1414760477
3	0.1377290269
4	0.1343880095	5	0.1310000039
6	0.1279967311
7	0.1251727784
8	0.1224059687
9	0.1198532845
10	0.1171339303
11	0.1135313918112	0.1112191136113	0.1089763995114	0.1068890341
15	0.104736576
16	0.102717023
17	0.1007439125
18	0.09876396511
19	0.0969589203
20	0.09525886434
21	0.09358577403
22	0.09191922395
23	0.09029297277
24	0.08890045662
25	0.08741968682
26	0.08592772432
27	0.08466306943
28	0.08329701756
29	0.08205285096
30	0.08083190202
31	0.07955475863
32	0.07845172166
33	0.07724732109
334	0.07514995647
35	0.07400827874
36	0.07409841995
37	0.07307620892
38	0.07220351111
39	0.07148001128
40	0.06938673141	41	0.06855374142	42	0.06768605343	43	0.06695596844	44	0.06623984245	0.06687565093
46	46	0.06476767947	0.06541698363
48	48	0.06341793649	49	0.06382344183
50	0.0632759309
51	0.06261726649
52	0.06202238653
53	0.06148406487
54	0.06094175987
55	0.06033845435
56	0.05994730591
57	0.05945949572
58	0.05904145966
59	0.05851599304
60	0.05803609385
61	0.05767362788
62	0.05724593894
63	0.05689966301
64	0.05656694956
65	0.05622824256
66	0.05590004804
67	0.05559363061
68	0.05533308886
69	0.05502658857
70	0.05473798751
71	0.05447663352
72	0.05425031738
73	0.05399436062
74	0.05373712721
75	0.05350830672
76	0.05325000653
77	0.05296687545
78	0.05269724431
79	0.05250331726
80	0.05223736319
81	0.05200710361
82	0.05177994227
83	0.05158944019
84	0.05137145937
85	0.05113954853
86	0.05094137243
87	0.05073014575
88	0.05058320585
89	0.05041016302
90	0.05022464178
91	0.0500629061
92	0.04983788956
93	0.04969621266
94	0.04959240648
95	0.04945744958
96	0.04927654916
97	0.04909251996
98	0.04892001772
99	0.04877816817
100	0.04865154238
101	0.04852679464
102	0.04840132437
103	0.04820713665
104	0.0480574105	0.04809251627
106	0.04799687393
107	0.04790874295
108	0.04779893484
109	0.04764429196
110	0.04756180688
111	0.04744261146
112	0.04736668416
113	0.04719590969
114	0.0471185775
115	0.04701072696
116	0.04688182721
117	0.04677811433
118	0.04672629224
119	0.0466162408
120	0.04651248927
121	0.04639915044
122	0.04627184067
123	0.04620358325
124	0.04612123431
125	0.04601122333
126	0.04594432323
127	0.04584352713
128	0.04575509186
129	0.04566554366
130	0.04555329821
131	0.04546420931
132	0.04535534357
133	0.04525118654
134	0.04518733876
135	0.04513199956
136	0.04509171876
137	0.04500677113
138	0.04493548375
139	0.04490302636
140	0.04486600859
141	0.04477877486
142	0.04469206037
143	0.04464315562
144	0.04455715718
145	0.04449696208
146	0.04439451854
147	0.04436674251
148	0.0442540326
149	0.04422493508
150	0.04414632794
151	0.04405131008
152	0.04397259913
153	0.04389410659
154	0.04382576113
155	0.0437883773
156	0.04371219554
157	0.04364230362
158	0.04355624419
159	0.0434823547
160	0.0434386393
161	0.04341571607
162	0.0433661658
163	0.04326482415
164	0.04322279775
165	0.04318629026
166	0.04313562042
167	0.04307142769
168	0.04299679137
169	0.04288743865
170	0.04278947254
171	0.04272274651
172	0.04266380154
173	0.04263918822
174	0.04258588538
175	0.04251987842
176	0.04249303385
177	0.04247170065
178	0.04239792572
179	0.04234191318
180	0.04229514073
181	0.04219693284
182	0.0421629191
183	0.0421182565
184	0.04204883518
185	0.04202950007
186	0.04199453255
187	0.04196962484
188	0.04189184246
189	0.04183375962
190	0.04178479403
191	0.04172247041
192	0.04170663572
193	0.04168727056
194	0.04164021233
195	0.04155419362
196	0.04146539263
197	0.04142185508
198	0.04134982891
199	0.04128254841
200	0.04123846262
201	0.04121602053
202	0.04119877355
203	0.04117527719
204	0.04115940166
205	0.0411034976
206	0.04103556909
207	0.04102316234
208	0.04100085456
209	0.04098596755
210	0.04096083109
211	0.04089038101
212	0.04087660489
213	0.04086554474
214	0.04085168714
215	0.04072928006
216	0.04071155577
217	0.0406879028
218	0.04064189359
219	0.04051011725
220	0.04049363666
221	0.04046369383
222	0.04041205795
223	0.04036219386
224	0.04034376871
225	0.04033280573
226	0.04023825446
227	0.04021797081
228	0.04016857184
229	0.04012583643
230	0.04011467192
231	0.04010486684
232	0.04008106925
233	0.04003981834
234	0.03996746739
235	0.03994936299
236	0.03992886979
237	0.03985393682
238	0.0397993074
239	0.03969574995
240	0.03967311503
241	0.03955794851
242	0.0395432437
243	0.03952723506
244	0.03946643864
245	0.03944925582
246	0.03936356894
247	0.03934657879
248	0.03933309745
249	0.0393193292
250	0.03927089901
251	0.03922668503
252	0.03917006685
253	0.03915079605
254	0.03913224186
255	0.03912087164
256	0.0390511986
257	0.03896438623
258	0.03894503523
259	0.03890158488
260	0.03885862217
261	0.03884732522
262	0.03877417764
263	0.03876340048
264	0.03872881068
265	0.03871473128
266	0.0386742576
267	0.03862521665
268	0.03857975813
269	0.03851387069
270	0.03842214769
271	0.03836256948
272	0.03832561722
273	0.03831175309
274	0.03829736455
275	0.0382301027
276	0.03818008687
277	0.03815586124
278	0.03810559534
279	0.03809559988
280	0.03808587046
281	0.0380375225
282	0.03800070591
283	0.0379496996
284	0.03787709222
285	0.03781690268
286	0.03774948177
287	0.03770883962
288	0.037650931
289	0.03757796489
290	0.03753407526
291	0.03744178616
292	0.03738717739
293	0.03730126568
294	0.03725288758
295	0.03721253526
296	0.0371540355
297	0.03709552886
298	0.03708592744
299	0.03701758169
300	0.03695714926
301	0.03689593632
302	0.03684697044
303	0.03678326816
304	0.03673699639
305	0.03667861998
306	0.03667014664
307	0.03660762829
308	0.03655569098
309	0.03650206118
310	0.03641648197
311	0.03639022713
312	0.0363113885
313	0.03627247638
314	0.03624872812
315	0.03623920769
316	0.03617761648
317	0.03613354038
318	0.03612481487
319	0.0360530907
320	0.03597030179
321	0.03596414305
322	0.0359195635
323	0.0358375818
324	0.0357614059
325	0.03570688966
326	0.03568046188
327	0.03563244325
328	0.03554764652
329	0.03550019755
330	0.0354497501
331	0.03538951365
332	0.03531071692
333	0.03530686671
334	0.03529128312
335	0.03525360374
336	0.03518639405
337	0.03515297769
338	0.03509845191
339	0.03504153774
340	0.03498453802
341	0.03496720838
342	0.03487414747
343	0.03482936181
344	0.0347760657
345	0.03474862613
346	0.03467443888
347	0.03463260876
348	0.03459328749
349	0.03452584727
350	0.0344765713
351	0.03441905674
352	0.03434953874
353	0.03427805618
354	0.03427189422
355	0.03421562101
356	0.03418740723
357	0.03412150172
358	0.03406773384
359	0.03399593999
360	0.03394452147
361	0.03391411
362	0.0339060634
363	0.03384143324
364	0.03382464242
365	0.03378118186
366	0.03373611919
367	0.03366187286
368	0.03364052327
369	0.03358043932
370	0.03357682731
371	0.03354867237
372	0.03347847716
373	0.03339814311
374	0.03333957237
375	0.03332004955
376	0.03326026675
377	0.03324808099
378	0.03321493629
379	0.03317216329
380	0.03314599435
381	0.03310364529
382	0.03306925573
383	0.03305539961
384	0.03304772825
385	0.03304435013
386	0.03299095325
387	0.03297504945
388	0.03292718533
389	0.03290893728
390	0.0328891537
391	0.03286426478
392	0.03283994284
393	0.03281845171
394	0.03279877704
395	0.03276705754
396	0.03273650115
397	0.03266778561
398	0.03265331816
399	0.03261873646
400	0.03261034131
401	0.03255503242
402	0.03248614071
403	0.03247295439
404	0.03246493666
405	0.0324196762
406	0.03239943054
407	0.03234223953
408	0.03227549628
409	0.03218155039
410	0.0321754022
411	0.03213379463
412	0.03207800634
413	0.0320436315
414	0.03199783635
415	0.03191685795
416	0.03190542973
417	0.03189749557
418	0.03186463219
419	0.03181104487
